doc	0	1	2	3	4	5	6	7	8	9	10	11
19	0.00016700066835095435	0.00016700625168657458	0.00016700491381925784	0.00016700700916139877	0.00016700606685655957	0.000167007642876538	0.0001670006683509784	0.00016700916861068116	0.9981629393693432	0.00016700731219205424	0.0001670039198481675	0.00016700700890371348
20	0.0003063725495451514	0.0003063886953537584	0.00030640943701665664	0.00030637748268719456	0.0003063764455463714	0.00030637674919452464	0.00030637254954522065	0.00030638371674836164	0.0003063837182936291	0.00030637832149152687	0.0003063761344406617	0.9966298042001369
21	0.0006459948333581981	0.0006460215670352391	0.0006460030226239496	0.0006460221778406105	0.0006460047734203802	0.0006460153533073031	0.0006459948333583245	0.0006460232642106859	0.9928938884401354	0.000646011016540446	0.0006459999213325707	0.0006460207968369854
22	0.00031685678126117513	0.5113484342754965	0.00031686068030679833	0.00031686608909341067	0.0003168599614373263	0.0003168856869446559	0.0003168567812611862	0.00031686372452719775	0.0003168672386815551	0.00031686667371529315	0.0003168581891757482	0.4854829239180992
23	0.0006720430128117398	0.4039153256810147	0.000672066340922006	0.0006720761670606959	0.0006720685096771104	0.0006720639382880334	0.0006720430128118292	0.3160350490002221	0.2740010731648529	0.000672071959165536	0.0006720598654089684	0.0006720593477642706
24	0.00021588946496356448	0.00021589533385739726	0.0002158923633869047	0.000215894505696718	0.0002159009564991548	0.000215891752715252	0.00021588946496359582	0.0002158970374554169	0.0002158985267574351	0.997625162086033	0.00021589461040797555	0.00021589389726356785
25	0.0002450980397193952	0.08826724686180322	0.0002451016820991819	0.0002451114267062491	0.00024510357021546674	0.0002451069359549524	0.00024509803971942384	0.9092817147237325	0.0002451057078709785	0.0002451051276093616	0.0002451050812299471	0.00024510280333923885
26	0.0005555555558391226	0.0005555752669666865	0.9938888178457267	0.0005555646580685761	0.0005555586437013743	0.0005555593240692487	0.0005555555558391511	0.0005555645721949158	0.0005555639144800308	0.0005555627062799187	0.0005555592282473789	0.0005555627285869568
27	0.00023277467436676015	0.9283665136627877	0.00023277940288921696	0.00023278084578545966	0.00023277861751934298	0.00023277765993163122	0.00023277467436679701	0.00023278034022124688	0.00023277889746974668	0.0002327796875314492	0.00023277991791336106	0.06930570161921722
28	0.0006313131329544446	0.12578287413712191	0.0006313250420046558	0.0006313435942774937	0.0006313314590489912	0.0006313272818052314	0.000631313132954646	0.6697700581324552	0.0006313377288614705	0.0006313497712326477	0.0006313273460802328	0.19876509924120303
29	0.0003753753762513862	0.00037539099035851684	0.00037539162575891656	0.0003753947430202416	0.00037538928760628526	0.0003753914775765559	0.0003753753762514814	0.00037539488136552595	0.00037539359300824246	0.9958707192007791	0.0003753925197705689	0.00037539092825327185
30	0.00021815008788970662	0.00021815719299437834	0.0002181539142041479	0.00021815842563170347	0.11274500302515233	0.03864665497306097	0.0002181500878897408	0.20168960561866803	0.00021815949152081087	0.00021815910633816418	0.0002181557847575607	0.6451734922918924
31	0.0001444251880096261	0.00014443107664270711	0.00014442742033992672	0.00014442899422212183	0.00014442737171210948	0.00014443134410561609	0.00014442518800965093	0.00014442923647305602	0.00014443105352149522	0.00014443015945246097	0.00014442919267606104	0.9984112837748352
32	0.0002057613172735506	0.00020576886835517544	0.00020577190113093112	0.14987338244504506	0.00020576588762937105	0.000205770030599977	0.0002057613172735662	0.8480689449626982	0.0002057681998666786	0.00020576938419143096	0.00020576787253077502	0.00020576781340523906
33	0.00021312873016578364	0.0002131382205417669	0.0002131342885005349	0.00021313883652582163	0.00021313400280096003	0.0002131456012473313	0.0002131287301658331	0.0002131362060790407	0.9976555008698148	0.00021313811736074762	0.00021314221185763618	0.00021313418493969477
34	0.00026968716360438894	0.2887163641116309	0.0002696910375149712	0.00026969646994678146	0.0002696950975523961	0.0002696924516597619	0.0002696871636044784	0.0002697025182165537	0.00026969948152445804	0.4846169398655607	0.00026969612027292794	0.22423944851891178
35	0.000764525995175133	0.8438583819238267	0.14849614498162475	0.0007645594710909704	0.0007645510107526477	0.0007645362765408007	0.0007645259951753618	0.0007645558415952586	0.0007645583564391948	0.0007645494087426923	0.0007645452885391121	0.0007645654504974878
36	0.0009363295915368331	0.36964786966371477	0.000936375677852972	0.000936361965313025	0.0009363588551723951	0.0009363557676943744	0.0009363295915369609	0.0009363829730374657	0.0009363811964015653	0.43691302271723625	0.0009363654944820444	0.18501186650602133
37	0.0003576537921270251	0.6345455509181211	0.00035766123920158226	0.0003576690279282824	0.000357663837069648	0.07202706275815407	0.00035765379212707323	0.00035767302583098874	0.12775167195290918	0.0003576679851613639	0.0003576673146840697	0.16281440435668568
38	0.000414593699007646	0.4318691190664589	0.0004146034957141302	0.0004146006074885491	0.00041460825876043865	0.0004145973157817006	0.0004145936990077454	0.5639848631511825	0.0004146057845019518	0.00041460885411650665	0.0004146035778422098	0.0004146024901378627
39	0.00011558021289554492	0.00011558670429956932	0.00011558302128898184	0.00011558528868621468	0.00011558203817431301	0.00011558343194815421	0.00011558021289557576	0.00011558457933477416	0.00011558345142894538	0.00011558487830791703	0.000115582936391712	0.9987285832443483
40	0.0004990019963648709	0.000499011240732908	0.0004990068988792413	0.0004990115846807651	0.0004990099227318389	0.0004990084896657889	0.0004990019963649093	0.000499010175150259	0.0004990131350669432	0.0004990113733405701	0.9945109056577396	0.0004990075292822543
41	0.00022341376286540482	0.16325486307859416	0.00022341968182080816	0.00022342111586126415	0.00022342069834119986	0.00022342489916554192	0.00022341376286544147	0.0002234252676729533	0.21164272488113622	0.6230916296446936	0.00022342116621599042	0.00022342204076721445
42	0.0001747030051419923	0.00017470649953889498	0.00017470472507892575	0.000174706086607427	0.00017470613174292403	0.00017470634307292286	0.00017470300514199643	0.00017470853724399238	0.00017470998117614331	0.0001747086868157859	0.00017470515909324112	0.9980782318393457
43	0.00020833333387508342	0.3926759643716744	0.00020834548091816851	0.00020833911553710854	0.00020834154634889908	0.00020834208407649756	0.00020833333387519032	0.30597354585136605	0.17847892252860467	0.12120484260736068	0.00020834210978112205	0.0002083476365820461
44	0.0010288065865637819	0.935661550958986	0.0010288319396196204	0.05405006778262035	0.0010288331789158707	0.001028861910583374	0.0010288065865639744	0.0010288331132286403	0.001028870306531742	0.0010288427154230377	0.0010288269727372556	0.0010288679482264539
45	0.00034013605500907254	0.00034016552597170377	0.0003401469037003451	0.0003401446901672869	0.0003401523901907378	0.0003401422772806367	0.0003401360550091589	0.9962583824811313	0.00034014989657392246	0.0003401523382447007	0.0003401438463456077	0.0003401475403755433
46	0.0005020080327981004	0.000502029487253922	0.0005020155333353807	0.9944778020352535	0.0005020189858567913	0.0005020130076617746	0.0005020080327981664	0.0005020208308293112	0.0005020356375630929	0.0005020173173284762	0.000502014169531012	0.0005020169297904503
47	0.00017111567457440033	0.00017112352786746008	0.00017111971368537627	0.00017112073516879946	0.00017111885920221932	0.00017112362333160014	0.00017111567457445609	0.4843171500715164	0.00017112275745647973	0.000171122511700235	0.0001711212284313137	0.5139716456224913
48	0.00039123630752235724	0.03305920402342764	0.00039124608556434314	0.0003912481025345739	0.19190098049879595	0.0003912405573246266	0.00039123630752243763	0.00039124862778770845	0.771518621288469	0.0003912458046256898	0.00039124397862047973	0.0003912484178051289
49	0.0004166666668872057	0.00041667137452407253	0.00041666818716049145	0.00041667060649750105	0.995416630956202	0.00041666920180361786	0.00041666666688722204	0.0004166713840365752	0.0004166724342076892	0.00041667198030397414	0.000416670494919859	0.0004166700465697065
