doc	0	1	2	3	4	5	6	7	8	9
35	0.000917431257141259	0.8465056773407031	0.14615373001158433	0.0009176888832080828	0.0009175656914026167	0.0009175149350875099	0.000917534492168459	0.0009176590545092589	0.0009176034128430997	0.0009175949213521358
36	0.001123595661226601	0.20788608822212956	0.0011239935472970787	0.001123937086359536	0.001123787759775226	0.0011239050689410338	0.03158676157168067	0.5535785447259666	0.0011239393027804806	0.2002054470538432
37	0.0004291845900498501	0.9613918612374213	0.0004292540350745718	0.00042935343651576786	0.0004292648426057644	0.0004293339631987602	0.03517375247172192	0.00042933191526989663	0.0004293512722682372	0.00042931223587392385
38	0.0004975124835193894	0.21176503739206168	0.0004976015374318205	0.0004975765204726858	0.0004977025071815488	0.0004975382818868031	0.0004975695120640018	0.7842542160640464	0.0004976208162567066	0.0004976248850788563
39	0.0001386962644448596	0.00013873396341375694	0.0001387210306141192	0.00013872394417884082	0.00013870550600094704	0.000138718842532416	0.998751526751833	0.0001387271765238056	0.0001387206074207485	0.00013872591303773745
40	0.0005988024771054301	0.0005990400845584568	0.0005989868543623497	0.07309549152935364	0.0005989887503391704	0.05970025471622959	0.0005989757225674186	0.0005990043601373581	0.6327396927595338	0.23087076274581286
41	0.0002680965403740504	0.11095092446785067	0.00026814779209726516	0.00026815470725768	0.0002681324805923595	0.0002681776059706621	0.0002681481301502427	0.05253126129183167	0.19642428051807065	0.6384846764658046
42	0.00020964361619568147	0.0002096692805512659	0.00020968867842562493	0.00020966233336402313	0.00020966203162032463	0.0002096746133588506	0.998112953992109	0.00020967867052385208	0.00020968995761295819	0.000209676826238504
43	0.00025000002386147525	0.29925600313458006	0.0002500746187308667	0.0002500477087345117	0.00025006697703709084	0.0002500554007143346	0.00025008854401801025	0.378644996882351	0.19702437466994063	0.12357429204003209
44	0.0012345680245285187	0.6594577915484766	0.0012348680734979107	0.16394811468723702	0.0012346535650227452	0.0012350160898865468	0.001235053668254467	0.001234979821370614	0.16794998176583267	0.0012349727558929394
45	0.00040816329334194255	0.00040827124960847097	0.00040828386333271815	0.0004082355038187824	0.00040828126754776473	0.0004082116638852182	0.0004082227699596291	0.9963257723787564	0.00040826342982577596	0.00040829457992321624
46	0.0006024096693323533	0.0006025556565098509	0.0006024911823166424	0.9945776126595669	0.0006024741768191996	0.0006024473067179779	0.0006024687842541936	0.0006024996569953148	0.0006025599916554882	0.0006024809158322504
47	0.00020533882462509703	0.00020538899290570674	0.00020538144222658004	0.00020537852384223414	0.00020535679720370408	0.00020538607985278034	0.26063846921160105	0.7377185151341926	0.00020539582135367256	0.0002053891721965221
48	0.0004694836034596173	0.0344451936974556	0.00046954747615001244	0.00046957312370833767	0.13637288602768802	0.0004695144894356341	0.00046956904028400647	0.0004695892689939664	0.8258950978587458	0.0004695454140789809
49	0.0005000000112973187	0.0005000343955484753	0.0005000399652369647	0.0005000339247538404	0.995499699323085	0.0005000243327720269	0.0005000242421298222	0.0005000329462518791	0.0005000734494772591	0.0005000374094474453
